"id"	"dtxsid"	"preferred_name"	"casrn"	"mol_formula"	"mol_weight"	"pubchem_cid"
4517	"DTXSID4047464"	"2-Ethyl-3-methylpyrazine"	"15707-23-0"	"C7H10N2"	122.171	27457
4518	"DTXSID4047466"	"2-Isopropoxyethanol"	"109-59-1"	"C5H12O2"	104.149	7996
4519	"DTXSID4047468"	"2-tert-Butyl-6-methylphenol"	"2219-82-1"	"C11H16O"	164.248	16678
4520	"DTXSID4047543"	"Furalaxyl"	"57646-30-7"	"C17H19NO4"	301.342	42504
4521	"DTXSID4047545"	"3-Thiatetradecanoic acid"	"116296-31-2"	"C13H26O2S"	246.41	4420067
4522	"DTXSID4047547"	"Hydroxycitronellal dimethyl acetal"	"141-92-4"	"C12H26O3"	218.337	8863
4523	"DTXSID4047549"	"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate"	"6290-17-1"	"C9H16O4"	188.223	95392
4524	"DTXSID4047591"	"Allyl Ionone"	"79-78-7"	"C16H24O"	232.367	5365976
4525	"DTXSID4047593"	"alpha-Phellandrene"	"99-83-2"	"C10H16"	136.238	7460
4526	"DTXSID4047597"	"Poloxalene"	"9003-11-6"			10154203
4527	"DTXSID4047599"	"Hexyl 2-methylbutanoate"	"10032-15-2"	"C11H22O2"	186.295	24838
4528	"DTXSID4047620"	"2-Methylpyrazine"	"109-08-0"	"C5H6N2"	94.117	7976
4529	"DTXSID4047622"	"Oxacycloheptadecan-2-one"	"109-29-5"	"C16H30O2"	254.414	7984
4530	"DTXSID4047624"	"Butyl undec-10-enoate"	"109-42-2"	"C15H28O2"	240.387	61027
4531	"DTXSID4047628"	"Dicyclohexyl disulfide"	"2550-40-5"	"C12H22S2"	230.43	17356
4532	"DTXSID4047670"	"4-Hexen-3-one"	"2497-21-4"	"C6H10O"	98.145	17244
4533	"DTXSID4047672"	"Flubendiamide"	"272451-65-7"	"C23H22F7IN2O4S"	682.39	11193251
4534	"DTXSID4047674"	"4,5-Dimethyl-3-hydroxy-2,5-dihydrofuran-2-one"	"28664-35-9"	"C6H8O3"	128.127	62835
4535	"DTXSID4047678"	"5,6,7,8-Tetrahydroquinoxaline"	"34413-35-9"	"C8H10N2"	134.182	36822
4536	"DTXSID4047703"	"2-Methyl-4-oxo-4H-pyran-3-yl isobutyrate"	"65416-14-0"	"C10H12O4"	196.202	3354132
4537	"DTXSID4047705"	"12-Oxahexadecanolide"	"6707-60-4"	"C15H28O3"	256.386	23173
4538	"DTXSID4047707"	"(Methylthio)methylpyrazine"	"67952-65-2"			528143
4539	"DTXSID4047709"	"Cananga oil"	"68606-83-7"			
4540	"DTXSID4047753"	"Perylene"	"198-55-0"	"C20H12"	252.316	
4541	"DTXSID4047838"	"Diethylpropion hydrochloride"	"134-80-5"	"C13H20ClNO"	241.76	91442
4542	"DTXSID4047880"	"3-Hydroxybenzophenone"	"13020-57-0"	"C13H10O2"	198.221	83050
4543	"DTXSID4047882"	"Phenylparaben"	"17696-62-7"	"C13H10O3"	214.22	87250
4544	"DTXSID4047884"	"1-Ethyl-3-methylimidazolium thiocyanate"	"331717-63-6"	"C7H11N3S"	169.25	16211115
4545	"DTXSID4047886"	"4′-Hydroxy-2,4-dimethoxybenzophenone"	"41351-30-8"	"C15H14O4"	258.273	56638112
4546	"DTXSID4047888"	"Triethylsulfonium bis(trifluoromethanesulfonyl)imide"	"321746-49-0"	"C8H15F6NO4S3"	399.38	16211135
4547	"DTXSID4047911"	"1-Butyl-3-methylimidazolium hexafluorophosphate"	"174501-64-5"	"C8H15F6N2P"	284.186	2734174
4548	"DTXSID4047913"	"1-Decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide"	"433337-23-6"	"C16H27F6N3O4S2"	503.52	12040509
4549	"DTXSID4047915"	"1-Decyl-3-methylimidazolium tetrafluoroborate"	"244193-56-4"	"C14H27BF4N2"	310.19	11461044
4550	"DTXSID4047917"	"1-Dodecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide"	"404001-48-5"	"C18H31F6N3O4S2"	531.57	53316407
4551	"DTXSID4047919"	"1-Dodecyl-3-methylimidazolium hexafluorophosphate"	"219947-93-0"	"C16H31F6N2P"	396.402	10250129
4552	"DTXSID4047961"	"4-Hydroxy-4'-chlorobenzophenone"	"42019-78-3"	"C13H9ClO2"	232.66	123504
4553	"DTXSID4047963"	"Bisphenol Z"	"843-55-0"	"C18H20O2"	268.356	232446
4554	"DTXSID4047965"	"1-Ethyl-3-methylimidazolium trifluoromethanesulfonate"	"145022-44-2"	"C7H11F3N2O3S"	260.23	2758874
4555	"DTXSID4047967"	"1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide"	"174899-82-2"	"C8H11F6N3O4S2"	391.3	11731903
4556	"DTXSID4047969"	"Trolamine salicylate"	"2174-16-5"	"C13H21NO6"	287.312	25213
4557	"DTXSID4048191"	"4,4'-Methylenebis(2,6-diethylaniline)"	"13680-35-8"	"C21H30N2"	310.485	83656
4558	"DTXSID4048193"	"4,4'-Di-tert-butylbiphenyl"	"1625-91-8"	"C20H26"	266.428	74195
4559	"DTXSID4048195"	"4-(Hexyloxy)phenol"	"18979-55-0"	"C12H18O2"	194.274	29354
4560	"DTXSID4048199"	"4-Butyloxyaniline"	"4344-55-2"	"C10H15NO"	165.236	20352
4561	"DTXSID4048270"	"Metrizoate sodium"	"7225-61-8"	"C12H10I3N2NaO4"	649.925	23675747
4562	"DTXSID4048511"	"Ro 3280"	"1062243-51-9"	"C27H35F2N7O3"	543.62	25015677
4563	"DTXSID4048513"	"PharmaGSID_48513"	"825643-57-0"	"C30H30F7N3O3"	613.577	60196441
4564	"DTXSID4048519"	"PharmaGSID_48519"	"686756-87-6"	"C22H20BrN5O4"	498.337	10345790
4566	"DTXSID4048642"	"Teicoplanin"	"61036-62-2"			16129710
4567	"DTXSID4048644"	"Garenoxacin mesylate hydrate"	"223652-90-2"	"C24H26F2N2O8S"	540.53	157690
4568	"DTXSID4048646"	"Sulfadiazine silver"	"22199-08-2"	"C10H9AgN4O2S"	357.14	441244
4569	"DTXSID4048648"	"Maxacalcitol"	"103909-75-7"	"C26H42O4"	418.618	6398761
4570	"DTXSID4048690"	"Carfilzomib"	"868540-17-4"	"C40H57N5O7"	719.924	11556711
4571	"DTXSID4048692"	"Pivoxil Sulbactam"	"69388-79-0"	"C14H21NO7S"	347.38	50491
4572	"DTXSID4048694"	"Fenamol"	"5467-78-7"	"C7H7N5"	161.168	21640
4573	"DTXSID4048696"	"Sulfaethoxypyridazine"	"963-14-4"	"C12H14N4O3S"	294.33	13755
4574	"DTXSID4048698"	"Benzyldodecyldimethylammonium bromide"	"7281-04-1"	"C21H38BrN"	384.446	23705
4575	"DTXSID4048721"	"Bamifylline Hydrochloride"	"20684-06-4"	"C20H28ClN5O3"	421.93	68549
4576	"DTXSID4048723"	"Dimemorfan phosphate"	"36304-84-4"	"C18H28NO4P"	353.399	198165
4577	"DTXSID4048725"	"Cadralazine"	"64241-34-5"	"C12H21N5O3"	283.332	2515
4578	"DTXSID4048727"	"Dicyclopentamethylenethiuram disulfide"	"94-37-1"	"C12H20N2S4"	320.55	7188
4579	"DTXSID4048729"	"DL-Glucose"	"58367-01-4"	"C6H12O6"	180.156	5793
4580	"DTXSID4048771"	"Levomequitazine"	"88598-74-7"	"C20H22N2S"	322.47	6992284
4581	"DTXSID4048773"	"Tesaglitazar"	"251565-85-2"	"C20H24O7S"	408.47	57823090
4582	"DTXSID4048775"	"Ro 22-9194"	"106134-33-2"	"C19H27Cl2N3O"	384.35	129209
4583	"DTXSID4048777"	"Depolipon"	"16488-48-5"	"C17H29ClN2O2"	328.88	27891
4584	"DTXSID4048779"	"Minodronic acid"	"180064-38-4"	"C9H12N2O7P2"	322.15	130956
4585	"DTXSID4048800"	"Etomidoline"	"21590-92-1"	"C23H29N3O2"	379.504	3309
4586	"DTXSID4048802"	"Pibutidine"	"103922-33-4"	"C19H24N4O3"	356.426	5282450
4587	"DTXSID4048804"	"Pamicogrel"	"101001-34-7"	"C25H24N2O4S"	448.54	65870
4588	"DTXSID4048806"	"Dalcotidine"	"120958-90-9"	"C18H29N3O2"	319.449	129319
4589	"DTXSID4048808"	"Mebanazine sulfate"	"3979-76-8"	"C8H14N2O4S"	234.27	60196350
4590	"DTXSID4048850"	"Sulcaine"	"41653-21-8"	"C16H22N2O3"	290.363	3300
4591	"DTXSID4048852"	"Mepranoprofen arbamel"	"118635-52-2"	"C20H22N2O4"	354.406	164072
4592	"DTXSID4048854"	"Bucolome"	"841-73-6"	"C14H22N2O3"	266.341	2461
4593	"DTXSID4048856"	"Lanperisone hydrochloride"	"116287-13-9"	"C15H18F3NO"	285.31	198707
4594	"DTXSID4048858"	"Pyrantel tartrate"	"33401-94-4"	"C15H20N2O6S"	356.39	6434144
4595	"DTXSID4048931"	"trans-3-Methylfentanyl hydrochloride"	"78995-09-2"	"C23H31ClN2O"	386.96	60196317
4596	"DTXSID4048933"	"Benzyl fentanyl hydrochloride"	"5156-58-1"	"C21H27ClN2O"	358.91	60196318
4597	"DTXSID4048935"	"alpha-Methyl thiofentanyl hydrochloride"	"117332-94-2"	"C21H29ClN2OS"	392.99	60196322
4598	"DTXSID4048937"	"Thenylfentanyl hydrochloride"	"117332-93-1"	"C19H25ClN2OS"	364.93	46783063
4599	"DTXSID4048939"	"(+)-Epibatidine hydrochloride"	"152885-09-1"	"C11H14Cl2N2"	245.15	60196333
4600	"DTXSID4048981"	"Citicoline sodium"	"33818-15-4"	"C14H25N4NaO11P2"	510.308	36605
4601	"DTXSID4048983"	"Maduramicin ammonium"	"84878-61-5"	"C47H83NO17"	934.171	20054964
4602	"DTXSID4048985"	"beta-Estradiol 17-propionate"	"3758-34-7"	"C21H28O3"	328.452	19571
4603	"DTXSID4048987"	"2-Hydroxyethyl salicylate"	"87-28-5"	"C9H10O4"	182.175	6880
4604	"DTXSID4049030"	"Hydroxymethanesulfinic acid monosodium salt dihydrate"	"6035-47-8"	"CH7NaO5S"	154.11	23677960
4605	"DTXSID4049032"	"2-Thiosalicylic acid"	"147-93-3"	"C7H6O2S"	154.18	5443
4606	"DTXSID4049034"	"Salidroside"	"10338-51-9"	"C14H20O7"	300.307	159278
4607	"DTXSID4049036"	"Dexchlorpheniramine hydrochloride"	"5502-69-2"	"C16H20Cl2N2"	311.25	60196361
4608	"DTXSID4049038"	"2,4-Diamino-6-hydroxypyrimidine"	"56-06-4"	"C4H6N4O"	126.119	2944
4609	"DTXSID4049080"	"Lidamidine"	"66871-56-5"	"C11H16N4O"	220.276	47510
4610	"DTXSID4049082"	"Prazosin"	"19216-56-9"	"C19H21N5O4"	383.408	4893
4611	"DTXSID4049240"	"6-Chlorohexan-1-ol"	"2009-83-8"	"C6H13ClO"	136.62	74828
4612	"DTXSID4049242"	"(4S)-1-tert-Butoxycarbonyl-4-fluoro-L-proline"	"203866-13-1"	"C10H16FNO4"	233.239	2756017
4613	"DTXSID4049244"	"Ethyltributylphosphonium diethylphosphate"	"20445-94-7"	"C18H42O4P2"	384.478	60196373
4614	"DTXSID4049246"	"1-Methyl-3-propylimidazolium hexafluorophosphate"	"216300-12-8"	"C7H13F6N2P"	270.159	60196380
4615	"DTXSID4049248"	"1-Methyl-3-tetradecylimidazolium hexafluorophosphate"	"219947-94-1"	"C18H35F6N2P"	424.456	60196381
4616	"DTXSID4049290"	"1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide"	"382150-50-7"	"C12H19F6N3O4S2"	447.41	10411334
4617	"DTXSID4049292"	"1-Butylpyridinium trifluoromethanesulfonate"	"390423-43-5"	"C10H14F3NO3S"	285.28	2734248
4618	"DTXSID4049294"	"Ethylpivalate"	"3938-95-2"	"C7H14O2"	130.187	19838
4619	"DTXSID4049296"	"1-Butyl-4-methylpyridinium hexafluorophosphate"	"401788-99-6"	"C10H16F6NP"	295.209	11254899
4620	"DTXSID4049298"	"1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide"	"404001-50-9"	"C22H39F6N3O4S2"	587.68	60196375
4621	"DTXSID4049321"	"9-Bromophenanthrene"	"573-17-1"	"C14H9Br"	257.13	11309
4622	"DTXSID4049323"	"1,5-Hexadiene"	"592-42-7"	"C6H10"	82.146	11598
4623	"DTXSID4049325"	"1-Butyl-3-methylpyridinium tetrafluoroborate"	"597581-48-1"	"C10H16BF4N"	237.05	17841257
4624	"DTXSID4049327"	"2-Hydroxyanthraquinone"	"605-32-3"	"C14H8O3"	224.215	11796
4625	"DTXSID4049329"	"1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide"	"608140-12-1"	"C11H20F6N2O4S2"	422.4	16726630
4626	"DTXSID4049371"	"2,4-Dinitrobenzenesulfonic acid dihydrate"	"207234-00-2"	"C6H8N2O9S"	284.2	2724588
4627	"DTXSID4049373"	"tert-Butyl-3-aminobenzoate"	"92146-82-2"	"C11H15NO2"	193.246	2737408
4628	"DTXSID4049375"	"1-Butyl-1-methylpyrrolidinium bromide"	"93457-69-3"	"C9H20BrN"	222.17	11009532
4629	"DTXSID4049377"	"1-Methylguanine"	"938-85-2"	"C6H7N5O"	165.156	70315
4630	"DTXSID4049379"	"Ethyl 2,6-dichloro-5-fluoro-β-oxo-3-pyridinepropionate"	"96568-04-6"	"C10H8Cl2FNO3"	280.08	2733708
4631	"DTXSID4049400"	"Dibenzosuberone"	"1210-35-1"	"C15H12O"	208.26	14589
4632	"DTXSID4049402"	"Zirconyl chloride octahydrate"	"13520-92-8"	"Cl2H16O9Zr"	322.24	159678
4633	"DTXSID4049404"	"Cyanamide,cyano-,sodium salt"	"1934-75-4"	"C2N3Na"	89.033	4350929
4634	"DTXSID4049406"	"Methyl 4-(bromomethyl)benzoate"	"2417-72-3"	"C9H9BrO2"	229.073	256687
4635	"DTXSID4049408"	"Fluorescein 5(6)-isothiocyanate"	"27072-45-3"	"C21H11NO5S"	389.38	18730
4636	"DTXSID4049450"	"NTP Mix62 CT1 62-GP"	"NOCAS_49450"			
4637	"DTXSID4049452"	"NTP Mix64 CT1 62-GP"	"NOCAS_49452"			
4638	"DTXSID4049454"	"NTP Mix66 CT1 62-GP"	"NOCAS_49454"			
4639	"DTXSID4049456"	"NTP Mix68 CT1 62-GP"	"NOCAS_49456"			
4640	"DTXSID4049458"	"NTP Mix70 CT1 62-GP"	"NOCAS_49458"			
4641	"DTXSID4049531"	"NTP Mix111 ER1 10-GP"	"NOCAS_49531"			
4642	"DTXSID4049533"	"NTP Mix113 ER1 10-GP"	"NOCAS_49533"			
4643	"DTXSID4049535"	"NTP Mix115 ER1 10-GP"	"NOCAS_49535"			
4644	"DTXSID4049537"	"NTP Mix82 ER AR1 18-EQP"	"NOCAS_49537"			
4645	"DTXSID4049539"	"NTP Mix84 ER AR1 18-EQP"	"NOCAS_49539"			
4646	"DTXSID4051530"	"4-Chlorobenzyl chloride"	"104-83-6"	"C7H6Cl2"	161.03	
4647	"DTXSID4051536"	"Hex-1-yn-3-ol"	"105-31-7"	"C6H10O"	98.145	7746
4648	"DTXSID4051580"	"6-Methyl-3-hydroxypyridine"	"1121-78-4"	"C6H7NO"	109.128	14275
4649	"DTXSID4051582"	"Hexadecanoyl chloride"	"112-67-4"	"C16H31ClO"	274.87	
4650	"DTXSID4051584"	"Dihydrojasmone"	"1128-08-1"	"C11H18O"	166.264	
4651	"DTXSID4051586"	"(-)Carophyllene oxide"	"1139-30-6"	"C15H24O"	220.356	1742210
4652	"DTXSID4051619"	"4-Chlorobenzoyl chloride"	"122-01-0"	"C7H4Cl2O"	175.01	8501
4653	"DTXSID4051879"	"(Z)-Non-6-enal"	"2277-19-2"	"C9H16O"	140.226	
4654	"DTXSID4051900"	"2-(Diethylamino)ethyl acrylate"	"2426-54-2"	"C9H17NO2"	171.24	17050
4655	"DTXSID4051904"	"Di-tert-butyl dicarbonate"	"24424-99-5"	"C10H18O5"	218.249	
4656	"DTXSID4051958"	"N-(3-Anilino-2-propenylidene)aniline monohydrochloride"	"28140-60-5"	"C15H15ClN2"	258.75	
4657	"DTXSID4052053"	"(E)-6,10-Dimethylundeca-5,9-dien-2-one"	"3796-70-1"	"C13H22O"	194.318	
4658	"DTXSID4052059"	"2-(2'-Hydroxy-3',5'-di-tert-butylphenyl)benzotriazole"	"3846-71-7"	"C20H25N3O"	323.44	
4659	"DTXSID4052132"	"Indan"	"496-11-7"	"C9H10"	118.179	10326
4660	"DTXSID4052134"	"N-Ethylphthalimide"	"5022-29-7"	"C10H9NO2"	175.187	
4661	"DTXSID4052186"	"4-Iodophenol"	"540-38-5"	"C6H5IO"	220.009	10894
4662	"DTXSID4052213"	"2'-Aminoacetophenone"	"551-93-9"	"C8H9NO"	135.166	11086
4663	"DTXSID4052267"	"Glycerol tributyrate"	"60-01-5"	"C15H26O6"	302.367	91759533
4664	"DTXSID4052269"	"Triphenylstibine"	"603-36-1"	"C18H15Sb"	353.078	11777
4665	"DTXSID4052342"	"Thymine"	"65-71-4"	"C5H6N2O2"	126.115	1135
4666	"DTXSID4052502"	"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide"	"75980-60-8"	"C22H21O2P"	348.382	166480
4667	"DTXSID4052506"	"3-Methylbut-3-en-1-ol"	"763-32-6"	"C5H10O"	86.134	12988
4668	"DTXSID4052550"	"Methyl toluene-4-sulfonate"	"80-48-8"	"C8H10O3S"	186.23	6645
4669	"DTXSID4052554"	"Naphthalene-1,8:4,5-tetracarboxylic dianhydride"	"81-30-1"	"C14H4O6"	268.18	6678
4670	"DTXSID4052558"	"Quinalizarin"	"81-61-8"	"C14H8O6"	272.212	
4671	"DTXSID4052635"	"1'-Acetonaphthone"	"941-98-0"	"C12H10O"	170.211	
4672	"DTXSID4052687"	"Benzene hexabromide"	"1837-91-8"	"C6H6Br6"	557.538	
4673	"DTXSID4052710"	"2,4,4'-Tribromodiphenyl ether"	"41318-75-6"	"C12H7Br3O"	406.899	
4674	"DTXSID4052712"	"Tripropyl phosphate"	"513-08-6"	"C9H21O4P"	224.237	
4675	"DTXSID4052714"	"Octyl hydrogen phthalate"	"5393-19-1"	"C16H22O4"	278.348	
4676	"DTXSID4052841"	"m-Chlorotoluene"	"108-41-8"	"C7H7Cl"	126.58	
4677	"DTXSID4052845"	"Acetochlor OA, sodium salt"	"NOCAS_52845"	"C14H18NNaO4"	287.291	
4678	"DTXSID4057631"	"Amelometasone"	"123013-22-9"	"C26H35FO6"	462.558	135410
4679	"DTXSID4057633"	"Neticonazole"	"130726-68-0"	"C17H22N2OS"	302.44	5282433
4680	"DTXSID4057635"	"Nicoboxil"	"13912-80-6"	"C12H17NO3"	223.272	14866
4681	"DTXSID4057637"	"3,4,5-Trimethoxyphenylacetonitrile"	"13338-63-1"	"C11H13NO3"	207.229	25887
4682	"DTXSID4057639"	"Odiparcil"	"137215-12-4"	"C15H16O6S"	324.35	216385
4683	"DTXSID4057681"	"Dabigatran etexilate"	"211915-06-9"	"C34H41N7O5"	627.746	9578572
4684	"DTXSID4057683"	"Chlorexolone"	"2127-01-7"	"C14H17ClN2O3S"	328.81	16473
4685	"DTXSID4057685"	"Brofoxine"	"21440-97-1"	"C10H10BrNO2"	256.099	30630
4686	"DTXSID4057687"	"7-Aminodeacetoxycephalosporanic acid"	"22252-43-3"	"C8H10N2O3S"	214.24	33498
4687	"DTXSID4057689"	"Estriol tripropionate"	"2236-31-9"	"C27H36O6"	456.579	102232
4688	"DTXSID4057710"	"Iodoxamic Acid"	"31127-82-9"	"C26H26I6N2O10"	1287.925	35740
4689	"DTXSID4057712"	"Lexiscan"	"313348-27-5"	"C15H18N8O5"	390.36	219024
4690	"DTXSID4057714"	"2-Chlorodibenz(b,f)-1,4-oxazepin-11(10H)-one"	"3158-91-6"	"C13H8ClNO2"	245.66	76619
4691	"DTXSID4057716"	"Butoctamide semisuccinate"	"32838-28-1"	"C16H29NO5"	315.41	2486
4692	"DTXSID4057718"	"Methyl 5-sulfamoyl-o-anisate"	"33045-52-2"	"C9H11NO5S"	245.25	118390
4693	"DTXSID4057760"	"Ambucetamide"	"519-88-0"	"C17H28N2O2"	292.423	10616
4694	"DTXSID4057762"	"Glybuthiazol"	"535-65-9"	"C12H16N4O2S2"	312.41	10811
4695	"DTXSID4057764"	"5-Chloro-1-(4-piperidyl)-1H-benzimidazol-2(3H)-one"	"53786-28-0"	"C12H14ClN3O"	251.71	104607
4696	"DTXSID4057766"	"Ethyl 4-(5-chloro-2,3-dihydro-2-oxo-1h-benzimidazol-2-yl)piperidine-1-carboxylate"	"53786-46-2"	"C15H18ClN3O3"	323.78	104610
4697	"DTXSID4057768"	"Albendazole oxide"	"54029-12-8"	"C12H15N3O3S"	281.33	83969
4698	"DTXSID4057841"	"4-(2-Piperidinoethoxy)benzoic acid hydrochloride(1:1)"	"84449-80-9"	"C14H20ClNO3"	285.77	5743835
4699	"DTXSID4057843"	"4-(4-Chlorophenyl)piperidine-2,6-dione"	"84803-46-3"	"C11H10ClNO2"	223.66	2727728
4700	"DTXSID4057845"	"Methylchromone"	"85-90-5"	"C10H8O2"	160.172	66569
4701	"DTXSID4057847"	"Ecabet sodium"	"86408-72-2"	"C20H27NaO5S"	402.48	72187528
4702	"DTXSID4057849"	"Buparvaquone"	"88426-33-9"	"C21H26O3"	326.436	71768
4703	"DTXSID4058655"	"BPS-MPE4"	"63134-33-8"	"C19H16O4S"	340.39	14178379
4704	"DTXSID40872344"	"Citalopram hydrobromide"	"59729-32-7"	"C20H22BrFN2O"	405.311	
4705	"DTXSID5020021"	"N-Acetyl-L-cysteine"	"616-91-1"	"C5H9NO3S"	163.19	12035
4706	"DTXSID5020023"	"Acrolein"	"107-02-8"	"C3H4O"	56.064	7847
4707	"DTXSID5020027"	"Acrylamide"	"79-06-1"	"C3H5NO"	71.079	6579
4708	"DTXSID5020029"	"Acrylonitrile"	"107-13-1"	"C3H3N"	53.064	7855
4709	"DTXSID50200412"	"Ricinine"	"524-40-3"	"C8H8N2O2"	164.164	
4710	"DTXSID5020071"	"4-Biphenylamine"	"92-67-1"	"C12H11N"	169.227	7102
4711	"DTXSID5020079"	"Diammonium citrate"	"3012-65-5"	"C6H14N2O7"	226.185	5284342
4712	"DTXSID5020106"	"L-Ascorbic acid"	"50-81-7"	"C6H8O6"	176.124	54670067
4713	"DTXSID5020108"	"Aspirin"	"50-78-2"	"C9H8O4"	180.159	2244
4714	"DTXSID5020152"	"Benzyl alcohol"	"100-51-6"	"C7H8O"	108.14	244
4715	"DTXSID5020154"	"Clorophene"	"120-32-1"	"C13H11ClO"	218.68	8425
4716	"DTXSID5020156"	"Benzyl thiocyanate"	"3012-37-1"	"C8H7NS"	149.21	18170
4717	"DTXSID5020231"	"3,4-Dihydroxycinnamic acid"	"331-39-5"	"C9H8O4"	180.159	2518
4718	"DTXSID5020233"	"Ergocalciferol"	"50-14-6"	"C28H44O"	396.659	5280793
4719	"DTXSID5020235"	"Calcium chloride"	"10043-52-4"	"CaCl2"	110.98	5284359
4720	"DTXSID5020239"	"Candesartan cilexetil"	"145040-37-5"	"C33H34N6O6"	610.671	2540
4721	"DTXSID5020281"	"1-Chloro-4-nitrobenzene"	"100-00-5"	"C6H4ClNO2"	157.55	7474
4722	"DTXSID5020283"	"4-Chloro-1,2-diaminobenzene"	"95-83-0"	"C6H7ClN2"	142.59	7263
4723	"DTXSID5020287"	"5-Chloro-2-methylaniline"	"95-79-4"	"C7H8ClN"	141.6	7260
4724	"DTXSID5020310"	"Chlorfenson"	"80-33-1"	"C12H8Cl2O3S"	303.15	6635
4725	"DTXSID5020312"	"Israpafant"	"117279-73-9"	"C28H29ClN4S"	489.08	119175
4726	"DTXSID5020314"	"Tetrasul"	"2227-13-6"	"C12H6Cl4S"	324.04	16685
4727	"DTXSID5020360"	"N-Cyclohexyl-2-benzothiazolesulfenamide"	"95-33-0"	"C13H16N2S2"	264.41	7232
4728	"DTXSID5020364"	"Cyclophosphamide"	"50-18-0"	"C7H15Cl2N2O2P"	261.08	
4729	"DTXSID5020366"	"Cyproterone acetate"	"427-51-0"	"C24H29ClO4"	416.94	9880
4730	"DTXSID5020368"	"Cytembena"	"21739-91-3"	"C11H8BrNaO4"	307.075	23665583
4731	"DTXSID5020441"	"alpha-(2,5-Dichlorophenoxy)propionic acid"	"6965-71-5"	"C9H8Cl2O3"	235.06	97971
4732	"DTXSID5020443"	"2,4-D Butyl ester"	"94-80-4"	"C12H14Cl2O3"	277.14	7206
4733	"DTXSID5020445"	"2,4-D isopropyl ester"	"94-11-1"	"C11H12Cl2O3"	263.11	7173
4734	"DTXSID5020447"	"2,4-Dichlorophenyl benzenesulfonate"	"97-16-5"	"C12H8Cl2O3S"	303.15	7327
4735	"DTXSID5020449"	"Dichlorvos"	"62-73-7"	"C4H7Cl2O4P"	220.97	3039
4736	"DTXSID5020491"	"C.I. Solvent Yellow 2"	"60-11-7"	"C14H15N3"	225.295	6053
4737	"DTXSID5020493"	"Dimethyl phosphonate"	"868-85-9"	"C2H7O3P"	110.049	6327114
4738	"DTXSID5020497"	"1,2-Dimethyl-5-nitroimidazole"	"551-92-8"	"C5H7N3O2"	141.13	3090
4739	"DTXSID5020499"	"N,N-Dimethylacetamide"	"127-19-5"	"C4H9NO"	87.122	31374
4740	"DTXSID5020520"	"2,2-Dimethylvinyl chloride"	"513-37-1"	"C4H7Cl"	90.55	10555
4741	"DTXSID5020528"	"2,6-Dinitrotoluene"	"606-20-2"	"C7H6N2O4"	182.135	11813
4742	"DTXSID5020570"	"Sodium erythorbate"	"6381-77-7"	"C6H7NaO6"	198.106	23683938
4743	"DTXSID5020572"	"Estazolam"	"29975-16-4"	"C16H11ClN4"	294.74	3261
4744	"DTXSID5020576"	"17alpha-Ethinylestradiol"	"57-63-6"	"C20H24O2"	296.41	5991
4745	"DTXSID5020601"	"Ethylene thiourea"	"96-45-7"	"C3H6N2S"	102.16	2723650
4746	"DTXSID5020603"	"Nabam-sodium"	"142-59-6"	"C4H6N2Na2S4"	256.33	3032297
4747	"DTXSID5020605"	"2-Ethyl-1-hexanol"	"104-76-7"	"C8H18O"	130.231	7720
4748	"DTXSID5020607"	"Di(2-ethylhexyl) phthalate"	"117-81-7"	"C24H38O4"	390.564	8343
4749	"DTXSID5020653"	"Gentian Violet"	"548-62-9"	"C25H30ClN3"	407.99	11057
4750	"DTXSID5020659"	"L-Glutamic acid"	"56-86-0"	"C5H9NO4"	147.13	33032
4751	"DTXSID5020730"	"8-Hydroxyquinoline"	"148-24-3"	"C9H7NO"	145.161	1923
4752	"DTXSID5020732"	"Ibuprofen"	"15687-27-1"	"C13H18O2"	206.285	3672
4753	"DTXSID5020738"	"Indole-3-acetic acid"	"87-51-4"	"C10H9NO2"	175.187	802
4754	"DTXSID5020782"	"1-(2,4-Dichlorobenzyl)-1H-indazole-3-carboxylic acid"	"50264-69-2"	"C15H10Cl2N2O2"	321.16	39562
4755	"DTXSID5020784"	"Lovastatin"	"75330-75-5"	"C24H36O5"	404.547	53232
4756	"DTXSID5020811"	"Mercuric chloride"	"7487-94-7"	"Cl2Hg"	271.49	5284416
4757	"DTXSID5020813"	"Methylmercuric(II) chloride"	"115-09-3"	"CH3ClHg"	251.08	409301
4758	"DTXSID5020815"	"Metepa"	"57-39-6"	"C9H18N3OP"	215.237	60976
4759	"DTXSID5020819"	"Methidathion"	"950-37-8"	"C6H11N2O4PS3"	302.32	13709
4760	"DTXSID5020861"	"4-Methylcatechol"	"452-86-8"	"C7H8O2"	124.139	9958
4761	"DTXSID5020863"	"Methyldopa sesquihydrate"	"41372-08-1"	"C20H32N2O11"	476.479	38852
4762	"DTXSID5020865"	"4,4'-Methylenebis(2-chloroaniline)"	"101-14-4"	"C13H12Cl2N2"	267.15	7543
